,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitiviy,Base Precision,Base Gain,Base Accuracy,Base TP TRIM %,Base FP TRIM %,Dataset,Trim Percent
914,sga_rep.seq_sim_rl_50_cov_1_1_24.corrected.fastq.gz,run.sga.sh,24,0,5,3,0,0,0,0,8,0,396,4,0,0,0,0,0,400,Sga,1,50,0.0,,0.0,0.99,,,IGH,0.0
915,reckoner_rep.seq_sim_rl_50_cov_32_1_23.corrected.fastq.gz,run.reckoner.sh,23,284,19152,33244,58,213,23,7,52974,11731,2594867,41087,81,839,173,18,0,2648796,Reckoner,32,50,0.222102313605,0.920583849957,0.202942178803,0.984068988325,0.0,1.0,IGH,6.79554031341e-06
916,reckoner_rep.seq_sim_rl_50_cov_8_1_24.corrected.fastq.gz,run.reckoner.sh,24,42,358,555,0,6,2,1,963,227,47153,721,0,35,23,5,0,48164,Reckoner,8,50,0.239451476793,0.79649122807,0.178270042194,0.983722282202,0.0,1.0,IGH,0.00010381197575
917,reckoner_rep.seq_sim_rl_50_cov_64_1_23.corrected.fastq.gz,run.reckoner.sh,23,108,18416,31811,38,202,26,8,50601,9794,2478400,40853,54,853,180,12,0,2530146,Reckoner,64,50,0.193377692657,0.904590375912,0.172981617865,0.983419138658,0.0,1.0,IGH,4.74280930824e-06
918,reckoner_rep.seq_sim_rl_50_cov_128_1_23.corrected.fastq.gz,run.reckoner.sh,23,37,10760,18939,13,129,9,1,29887,3820,1463716,26132,28,618,68,5,0,1494387,Reckoner,128,50,0.127537393162,0.847758544163,0.104634081197,0.982032097442,0.0,1.0,IGH,3.34585351719e-06
919,reckoner_rep.seq_sim_rl_50_cov_8_1_21.corrected.fastq.gz,run.reckoner.sh,21,1474,6015,8721,32,281,19,11,16542,4387,809705,12005,57,865,113,51,0,827183,Reckoner,8,50,0.267630551489,0.817707362535,0.207967301122,0.984173997773,0.0,1.0,IGH,6.16550388487e-05
920,reckoner_rep.seq_sim_rl_50_cov_8_1_22.corrected.fastq.gz,run.reckoner.sh,22,520,568,380,9,8,1,1,1486,839,72814,614,10,19,4,4,0,74304,Reckoner,8,50,0.577426015141,0.973317865429,0.56159669649,0.99123869509,0.0,1.0,IGH,5.38329026701e-05
921,sga_rep.seq_sim_rl_50_cov_4_1_23.corrected.fastq.gz,run.sga.sh,23,7289,13021,14506,28,860,14,6,35718,14094,1748575,21511,62,1631,39,15,0,1785927,Sga,4,50,0.395843280438,0.894062420705,0.348939755652,0.986977071291,0.0,1.0,IGH,8.39899951118e-06
922,pollux_rep.seq_sim_rl_100_cov_32_1_24.corrected.fastq.gz,run.pollux.sh,24,97527,22490,45866,1073,38491,11618,255,217065,325033,21144858,104298,5554,112161,19900,398,25,21712227,Pollux,32,100,0.757068555497,0.711085684783,0.449471386879,0.988839869858,0.0591016548463,0.940898345154,IGH,1.94821102414e-05
923,racer_rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.racer.sh,24,4222,2403,7869,20,3023,262,71,17799,20486,1727550,15039,318,14991,2694,368,7,1781453,Racer,16,50,0.576664320901,0.536690157449,0.0788458831809,0.981245572417,0.0186666666667,0.981333333333,IGH,0.00021050232591
924,sga_rep.seq_sim_rl_50_cov_4_1_24.corrected.fastq.gz,run.sga.sh,24,4744,7312,7419,10,624,9,2,20118,8914,984507,11286,31,1140,36,9,0,1005923,Sga,4,50,0.441287128713,0.883448959366,0.383069306931,0.987571613334,0.0,1.0,IGH,8.94700687826e-06
925,pollux_rep.seq_sim_rl_100_cov_32_1_23.corrected.fastq.gz,run.pollux.sh,23,3320,1285,4295,61,3707,1434,16,14102,16610,1365280,10990,550,14546,2744,21,2,1410743,Pollux,32,100,0.601811594203,0.489970501475,-0.0246376811594,0.979549045502,0.0869565217391,0.913043478261,IGH,1.63034656206e-05
926,pollux_rep.seq_sim_rl_100_cov_32_1_22.corrected.fastq.gz,run.pollux.sh,22,2327,926,3202,23,2544,590,23,9612,10829,931528,8058,335,9606,1076,33,2,961467,Pollux,32,100,0.573357335734,0.503416856492,0.0077831312543,0.980126161639,0.0571428571429,0.942857142857,IGH,3.64027054491e-05
927,reckoner_rep.seq_sim_rl_50_cov_16_1_20.corrected.fastq.gz,run.reckoner.sh,20,7417,29770,42902,165,1782,164,85,82200,24329,4021461,57669,338,5697,745,276,5,4110520,Reckoner,16,50,0.296702358594,0.790647037795,0.218139466816,0.984253797882,0.017793594306,0.982206405694,IGH,6.83611805806e-05
928,reckoner_rep.seq_sim_rl_50_cov_16_1_22.corrected.fastq.gz,run.reckoner.sh,22,7450,29921,43140,166,1810,164,85,82651,24457,4043505,58004,340,5738,745,276,5,4133070,Reckoner,16,50,0.296588690411,0.790465416936,0.217969706892,0.9842482516,0.017793594306,0.982206405694,IGH,6.79882024742e-05
929,reckoner_rep.seq_sim_rl_50_cov_32_1_24.corrected.fastq.gz,run.reckoner.sh,24,2475,17533,26923,107,1133,88,34,48259,12319,2360623,35891,198,3623,474,124,2,2413254,Reckoner,32,50,0.255527898776,0.750426413255,0.170545529973,0.983296398387,0.015873015873,0.984126984127,IGH,5.22116611016e-05
930,reckoner_rep.seq_sim_rl_50_cov_16_1_19.corrected.fastq.gz,run.reckoner.sh,19,486,1802,2244,14,115,5,3,4666,1300,228180,3365,28,406,38,5,0,233322,Reckoner,16,50,0.278670953912,0.745412844037,0.183494105038,0.983533485912,0.0,1.0,IGH,2.14296122955e-05
931,reckoner_rep.seq_sim_rl_50_cov_64_1_24.corrected.fastq.gz,run.reckoner.sh,24,144,17175,29617,41,244,17,14,47238,9171,2313828,37889,60,874,93,68,2,2361985,Reckoner,64,50,0.194878878028,0.904616295127,0.174330641734,0.98349522414,0.0285714285714,0.971428571429,IGH,2.96360899836e-05
932,reckoner_rep.seq_sim_rl_50_cov_8_1_23.corrected.fastq.gz,run.reckoner.sh,23,20617,33732,34772,220,3275,215,92,92831,38890,4538047,53497,497,9893,1154,305,13,4642296,Reckoner,8,50,0.420946669986,0.778781264393,0.301373569875,0.985923736231,0.0408805031447,0.959119496855,IGH,6.85005867786e-05
